depth,volume
0,0
0.002000004,0
0.004000008,0
0.006000012,0
0.008000016,0
0.01000002,0
0.01200002,0
0.01400003,0
0.01600003,0
0.01800004,0
0.02000004,0
0.02200004,0
0.02400005,0
0.02600005,0
0.02800006,0
0.03000006,0
0.03200006,0
0.03400007,0
0.03600007,0
0.03800008,0
0.04000008,0
0.04200009,0
0.04400009,0
0.04600009,0
0.0480001,0
0.0500001,0.007625001
0.05200011,0.007625001
0.05400011,0.007625001
0.05600011,0.007625001
0.05800012,0.007625001
0.06000012,0.007625001
0.06200013,0.007625001
0.06400013,0.007625001
0.06600013,0.007625001
0.06800014,0.007625001
0.07000014,0.007625001
0.07200015,0.007625001
0.07400015,0.007625001
0.07600015,0.007625001
0.07800016,0.007625001
0.08000016,0.007625001
0.08200017,0.007625001
0.08400017,0.007625001
0.08600017,0.007625001
0.08800018,0.007625001
0.09000018,0.007625001
0.09200019,0.007625001
0.09400019,0.007625001
0.09600019,0.007625001
0.0980002,0.007625001
0.1000002,0.021625
0.1020002,0.021625
0.1040002,0.021625
0.1060002,0.021625
0.1080002,0.021625
0.1100002,0.021625
0.1120002,0.021625
0.1140002,0.021625
0.1160002,0.021625
0.1180002,0.021625
0.1200002,0.021625
0.1220002,0.021625
0.1240003,0.021625
0.1260003,0.021625
0.1280003,0.021625
0.1300003,0.021625
0.1320003,0.021625
0.1340003,0.021625
0.1360003,0.021625
0.1380003,0.021625
0.1400003,0.021625
0.1420003,0.021625
0.1440003,0.021625
0.1460003,0.021625
0.1480003,0.021625
0.1500003,0.04175
0.1520003,0.04175
0.1540003,0.04175
0.1560003,0.04175
0.1580003,0.04175
0.1600003,0.04175
0.1620003,0.04175
0.1640003,0.04175
0.1660003,0.04175
0.1680003,0.04175
0.1700003,0.04175
0.1720003,0.04175
0.1740004,0.04175
0.1760004,0.04175
0.1780004,0.04175
0.1800004,0.04175
0.1820004,0.04175
0.1840004,0.04175
0.1860004,0.04175
0.1880004,0.04175
0.1900004,0.04175
0.1920004,0.04175
0.1940004,0.04175
0.1960004,0.04175
0.1980004,0.04175
0.2000004,0.06625
0.2020004,0.06625
0.2040004,0.06625
0.2060004,0.06625
0.2080004,0.06625
0.2100004,0.06625
0.2120004,0.06625
0.2140004,0.06625
0.2160004,0.06625
0.2180004,0.06625
0.2200004,0.06625
0.2220004,0.06625
0.2240005,0.06625
0.2260005,0.06625
0.2280005,0.06625
0.2300005,0.06625
0.2320005,0.06625
0.2340005,0.06625
0.2360005,0.06625
0.2380005,0.06625
0.2400005,0.06625
0.2420005,0.06625
0.2440005,0.06625
0.2460005,0.06625
0.2480005,0.06625
0.2500005,0.096375
0.2520005,0.096375
0.2540005,0.096375
0.2560005,0.096375
0.2580005,0.096375
0.2600005,0.096375
0.2620005,0.096375
0.2640005,0.096375
0.2660005,0.096375
0.2680005,0.096375
0.2700005,0.096375
0.2720006,0.096375
0.2740006,0.096375
0.2760006,0.096375
0.2780006,0.096375
0.2800006,0.096375
0.2820006,0.096375
0.2840006,0.096375
0.2860006,0.096375
0.2880006,0.096375
0.2900006,0.096375
0.2920006,0.096375
0.2940006,0.096375
0.2960006,0.096375
0.2980006,0.096375
0.3000006,0.129
0.3020006,0.129
0.3040006,0.129
0.3060006,0.129
0.3080006,0.129
0.3100006,0.129
0.3120006,0.129
0.3140006,0.129
0.3160006,0.129
0.3180006,0.129
0.3200006,0.129
0.3220007,0.129
0.3240007,0.129
0.3260007,0.129
0.3280007,0.129
0.3300007,0.129
0.3320007,0.129
0.3340007,0.129
0.3360007,0.129
0.3380007,0.129
0.3400007,0.129
0.3420007,0.129
0.3440007,0.129
0.3460007,0.129
0.3480007,0.129
0.3500007,0.165625
0.3520007,0.165625
0.3540007,0.165625
0.3560007,0.165625
0.3580007,0.165625
0.3600007,0.165625
0.3620007,0.165625
0.3640007,0.165625
0.3660007,0.165625
0.3680007,0.165625
0.3700007,0.165625
0.3720008,0.165625
0.3740008,0.165625
0.3760008,0.165625
0.3780007,0.165625
0.3800007,0.165625
0.3820007,0.165625
0.3840007,0.165625
0.3860008,0.165625
0.3880007,0.165625
0.3900007,0.165625
0.3920007,0.165625
0.3940007,0.165625
0.3960007,0.165625
0.3980007,0.165625
0.4000007,0.20225
0.4020007,0.20225
0.4040007,0.20225
0.4060007,0.20225
0.4080007,0.20225
0.4100007,0.20225
0.4120007,0.20225
0.4140007,0.20225
0.4160007,0.20225
0.4180007,0.20225
0.4200007,0.20225
0.4220007,0.20225
0.4240007,0.20225
0.4260007,0.20225
0.4280007,0.20225
0.4300007,0.20225
0.4320007,0.20225
0.4340007,0.20225
0.4360006,0.20225
0.4380006,0.20225
0.4400007,0.20225
0.4420007,0.20225
0.4440007,0.20225
0.4460007,0.20225
0.4480007,0.20225
0.4500006,0.240375
0.4520006,0.240375
0.4540007,0.240375
0.4560007,0.240375
0.4580007,0.240375
0.4600007,0.240375
0.4620007,0.240375
0.4640006,0.240375
0.4660006,0.240375
0.4680007,0.240375
0.4700007,0.240375
0.4720007,0.240375
0.4740007,0.240375
0.4760007,0.240375
0.4780006,0.240375
0.4800006,0.240375
0.4820006,0.240375
0.4840007,0.240375
0.4860007,0.240375
0.4880006,0.240375
0.4900006,0.240375
0.4920006,0.240375
0.4940006,0.240375
0.4960006,0.240375
0.4980007,0.240375
0.5000007,0.279125
0.5020006,0.279125
0.5040007,0.279125
0.5060006,0.279125
0.5080006,0.279125
0.5100006,0.279125
0.5120006,0.279125
0.5140007,0.279125
0.5160006,0.279125
0.5180006,0.279125
0.5200006,0.279125
0.5220006,0.279125
0.5240006,0.279125
0.5260006,0.279125
0.5280007,0.279125
0.5300006,0.279125
0.5320006,0.279125
0.5340006,0.279125
0.5360006,0.279125
0.5380006,0.279125
0.5400006,0.279125
0.5420007,0.279125
0.5440006,0.279125
0.5460006,0.279125
0.5480006,0.279125
0.5500006,0.31725
0.5520006,0.31725
0.5540006,0.31725
0.5560006,0.31725
0.5580006,0.31725
0.5600007,0.31725
0.5620006,0.31725
0.5640006,0.31725
0.5660006,0.31725
0.5680006,0.31725
0.5700006,0.31725
0.5720006,0.31725
0.5740006,0.31725
0.5760006,0.31725
0.5780006,0.31725
0.5800006,0.31725
0.5820006,0.31725
0.5840006,0.31725
0.5860006,0.31725
0.5880006,0.31725
0.5900006,0.31725
0.5920006,0.31725
0.5940006,0.31725
0.5960006,0.31725
0.5980006,0.31725
0.6000006,0.353875
0.6020006,0.353875
0.6040006,0.353875
0.6060005,0.353875
0.6080006,0.353875
0.6100006,0.353875
0.6120005,0.353875
0.6140006,0.353875
0.6160005,0.353875
0.6180005,0.353875
0.6200005,0.353875
0.6220005,0.353875
0.6240005,0.353875
0.6260005,0.353875
0.6280005,0.353875
0.6300005,0.353875
0.6320006,0.353875
0.6340005,0.353875
0.6360005,0.353875
0.6380005,0.353875
0.6400006,0.353875
0.6420006,0.353875
0.6440005,0.353875
0.6460006,0.353875
0.6480006,0.353875
0.6500006,0.3905
0.6520005,0.3905
0.6540006,0.3905
0.6560006,0.3905
0.6580006,0.3905
0.6600006,0.3905
0.6620006,0.3905
0.6640006,0.3905
0.6660006,0.3905
0.6680006,0.3905
0.6700006,0.3905
0.6720006,0.3905
0.6740006,0.3905
0.6760006,0.3905
0.6780006,0.3905
0.6800007,0.3905
0.6820006,0.3905
0.6840006,0.3905
0.6860006,0.3905
0.6880007,0.3905
0.6900007,0.3905
0.6920006,0.3905
0.6940007,0.3905
0.6960007,0.3905
0.6980007,0.3905
0.7000006,0.423125
0.7020007,0.423125
0.7040007,0.423125
0.7060007,0.423125
0.7080007,0.423125
0.7100007,0.423125
0.7120007,0.423125
0.7140007,0.423125
0.7160007,0.423125
0.7180007,0.423125
0.7200007,0.423125
0.7220007,0.423125
0.7240007,0.423125
0.7260007,0.423125
0.7280008,0.423125
0.7300007,0.423125
0.7320007,0.423125
0.7340007,0.423125
0.7360008,0.423125
0.7380008,0.423125
0.7400007,0.423125
0.7420008,0.423125
0.7440008,0.423125
0.7460008,0.423125
0.7480007,0.423125
0.7500008,0.45325
0.7520008,0.45325
0.7540008,0.45325
0.7560008,0.45325
0.7580008,0.45325
0.7600008,0.45325
0.7620008,0.45325
0.7640008,0.45325
0.7660008,0.45325
0.7680008,0.45325
0.7700008,0.45325
0.7720008,0.45325
0.7740008,0.45325
0.7760009,0.45325
0.7780008,0.45325
0.7800008,0.45325
0.7820008,0.45325
0.7840009,0.45325
0.7860008,0.45325
0.7880008,0.45325
0.7900009,0.45325
0.7920009,0.45325
0.7940009,0.45325
0.7960008,0.45325
0.7980009,0.45325
0.8000009,0.477625
0.8020009,0.477625
0.8040009,0.477625
0.8060009,0.477625
0.8080009,0.477625
0.8100009,0.477625
0.8120009,0.477625
0.8140009,0.477625
0.8160009,0.477625
0.8180009,0.477625
0.8200009,0.477625
0.8220009,0.477625
0.824001,0.477625
0.8260009,0.477625
0.8280009,0.477625
0.8300009,0.477625
0.832001,0.477625
0.8340009,0.477625
0.8360009,0.477625
0.838001,0.477625
0.840001,0.477625
0.842001,0.477625
0.8440009,0.477625
0.846001,0.477625
0.848001,0.477625
0.850001,0.49775
0.852001,0.49775
0.854001,0.49775
0.856001,0.49775
0.858001,0.49775
0.860001,0.49775
0.862001,0.49775
0.864001,0.49775
0.866001,0.49775
0.868001,0.49775
0.870001,0.49775
0.8720011,0.49775
0.874001,0.49775
0.876001,0.49775
0.878001,0.49775
0.8800011,0.49775
0.882001,0.49775
0.884001,0.49775
0.8860011,0.49775
0.8880011,0.49775
0.8900011,0.49775
0.892001,0.49775
0.8940011,0.49775
0.8960011,0.49775
0.8980011,0.49775
0.900001,0.5116251
0.9020011,0.5116251
0.9040011,0.5116251
0.9060011,0.5116251
0.9080011,0.5116251
0.9100011,0.5116251
0.9120011,0.5116251
0.9140011,0.5116251
0.9160011,0.5116251
0.9180011,0.5116251
0.9200011,0.5116251
0.9220011,0.5116251
0.9240011,0.5116251
0.9260011,0.5116251
0.9280012,0.5116251
0.9300011,0.5116251
0.9320011,0.5116251
0.9340011,0.5116251
0.9360012,0.5116251
0.9380012,0.5116251
0.9400011,0.5116251
0.9420012,0.5116251
0.9440012,0.5116251
0.9460012,0.5116251
0.9480011,0.5116251
0.9500012,0.51925
0.9520012,0.51925
0.9540012,0.51925
0.9560012,0.51925
0.9580012,0.51925
0.9600012,0.51925
0.9620012,0.51925
0.9640012,0.51925
0.9660012,0.51925
0.9680012,0.51925
0.9700012,0.51925
0.9720012,0.51925
0.9740012,0.51925
0.9760013,0.51925
0.9780012,0.51925
0.9800012,0.51925
0.9820012,0.51925
0.9840013,0.51925
0.9860013,0.51925
0.9880012,0.51925
0.9900013,0.51925
0.9920013,0.51925
0.9940013,0.51925
0.9960012,0.51925
0.9980013,0.51925
1.000001,0.51925
1.002001,0.51925
1.004001,0.51925
1.006001,0.51925
1.008001,0.51925
1.010001,0.51925
1.012001,0.51925
1.014001,0.51925
1.016001,0.51925
1.018001,0.51925
1.020001,0.51925
1.022001,0.51925
1.024001,0.51925
1.026001,0.51925
1.028001,0.51925
1.030001,0.51925
1.032001,0.51925
1.034001,0.51925
1.036001,0.51925
1.038001,0.51925
1.040001,0.51925
1.042001,0.51925
1.044001,0.51925
1.046001,0.51925
1.048001,0.51925
1.050001,0.51925
1.052001,0.51925
1.054001,0.51925
1.056,0.51925
1.058001,0.51925
1.06,0.51925
1.062001,0.51925
1.064,0.51925
1.066,0.51925
1.068,0.51925
1.07,0.51925
1.072,0.51925
1.074,0.51925
1.076,0.51925
1.078,0.51925
1.08,0.51925
1.082,0.51925
1.084,0.51925
1.086,0.51925
1.088,0.51925
1.09,0.51925
1.092,0.51925
1.094,0.51925
1.096,0.51925
1.098,0.51925
1.1,0.51925
1.102,0.51925
1.104,0.51925
1.106,0.51925
1.108,0.51925
1.11,0.51925
1.112,0.51925
1.114,0.51925
1.116,0.51925
1.118,0.51925
1.12,0.51925
1.122,0.51925
1.124,0.51925
1.126,0.51925
1.128,0.51925
1.13,0.51925
1.131999,0.51925
1.134,0.51925
1.135999,0.51925
1.138,0.51925
1.139999,0.51925
1.141999,0.51925
1.143999,0.51925
1.145999,0.51925
1.147999,0.51925
1.149999,0.51925
1.151999,0.51925
1.153999,0.51925
1.155999,0.51925
1.157999,0.51925
1.159999,0.51925
1.161999,0.51925
1.163999,0.51925
1.165999,0.51925
1.167999,0.51925
1.169999,0.51925
1.171999,0.51925
1.173999,0.51925
1.175999,0.51925
1.177999,0.51925
1.179999,0.51925
1.181999,0.51925
1.183999,0.51925
1.185999,0.51925
1.187999,0.51925
1.189999,0.51925
1.191999,0.51925
1.193999,0.51925
1.195999,0.51925
1.197999,0.51925
1.199999,0.51925
1.201999,0.51925
1.203999,0.51925
1.205999,0.51925
1.207999,0.51925
1.209999,0.51925
1.211998,0.51925
1.213999,0.51925
1.215998,0.51925
1.217999,0.51925
1.219998,0.51925
1.221998,0.51925
1.223998,0.51925
1.225998,0.51925
1.227998,0.51925
1.229998,0.51925
1.231998,0.51925
